id,state,county,npi,start_date,end_date,citation,note
507,Vermont,,social_distancing,,,https://governor.vermont.gov/sites/scott/files/documents/ADDENDUM%206%20TO%20EXECUTIVE%20ORDER%200120.pdf,social distancing rules appear in an order
508,Virginia,,closing_of_public_venues,,,https://www.governor.virginia.gov/media/governorvirginiagov/executiveactions/EO53TemporaryRestrictionsDueToNovelCoronavirus(COVID19).pdf,"closures mandated but on 3/17/20 all restaurants, gyms, theaters, etc. limit capacity to 10 or close. Carry out permitted https://www.governor.virginia.gov/media/governorvirginiagov/executive-actions/Amended-Order-of-the-Governor-and-State-Health-Commissioner-Declaration-of-Public-Health-Emergency.pdf"
509,Virginia,,school_closure,,,https://www.governor.virginia.gov/newsroom/allreleases/2020/march/headline854442en.html,
510,Virginia,,shelter_in_place,,,https://www.governor.virginia.gov/media/governorvirginiagov/executiveactions/EO55TemporaryStayatHomeOrderDuetoNovelCoronavirus(COVID19).pdf,"remain at home order, exceptions for necessary and religious services"
511,Virginia,,gathering_size_10_0,,,https://www.governor.virginia.gov/newsroom/allreleases/2020/march/headline854487en.html,ban on mass gatherings 10 or more
512,Virginia,,gathering_size_25_to_11,,,,
513,Virginia,,gathering_size_500_to_101,,,,
514,Virginia,,gathering_size_100_to_26,,,https://www.nbc12.com/2020/03/15/northambansgatheringspeoplesaysitsnotyettimequarantine,max 100 ppl
516,Virginia,,non-essential_services_closure,,,https://www.governor.virginia.gov/media/governorvirginiagov/executiveactions/EO53TemporaryRestrictionsDueToNovelCoronavirus(COVID19).pdf,
517,Virginia,,religious_gatherings_banned,,,https://www.governor.virginia.gov/media/governorvirginiagov/executiveactions/EO53TemporaryRestrictionsDueToNovelCoronavirus(COVID19).pdf,
518,Virginia,,social_distancing,,,https://www.governor.virginia.gov/newsroom/allreleases/2020/march/headline855702en.html,
519,Washington,,religious_gatherings_banned,,,https://www.governor.wa.gov/sites/default/files/proclamations/2025%20Coronovirus%20Stay%20SafeStay%20Healthy%20%28tmp%29%20%28002%29.pdf,explicitly prohibits
477,Texas,,non-essential_services_closure,,,https://gov.texas.gov/news/post/governorabbottissuesexecutiveorderimplementsstatewideessentialservicesandactivitiesprotocols,
482,Texas,,lockdown,,,,
520,Washington,,school_closure,,,https://www.governor.wa.gov/sites/default/files/proclamations/2009%20Coronavirus%20Schools%20Amendment%20%28tmp%29.pdf; https://www.governor.wa.gov/sites/default/files/proclamations/2012%20Coronavirus%20College%20Closure%20%28tmp%29.pdf,"state wide k - 12 + universities (originally proclamations from 2/29/20 - 3/11 were only for Pierce, King, Snohomish counties"
521,Washington,,shelter_in_place,,,https://www.governor.wa.gov/sites/default/files/proclamations/2025%20Coronovirus%20Stay%20SafeStay%20Healthy%20%28tmp%29%20%28002%29.pdf,"Stay at home oder, social distanced outside rec permitted"
522,Washington,,closing_of_public_venues,,,https://www.governor.wa.gov/sites/default/files/proclamations/2013%20Coronavirus%20RestaurantsBars%20%28tmp%29.pdf,"all social, bars, clubs ect. Closed (take out permitted) "
523,Washington,,gathering_size_10_0,,,https://www.governor.wa.gov/sites/default/files/proclamations/2025%20Coronovirus%20Stay%20SafeStay%20Healthy%20%28tmp%29%20%28002%29.pdf,all non essential gatherings of any kind banned
525,Washington,,gathering_size_100_to_26,,,https://www.governor.wa.gov/news-media/inslee-statement-statewide-shutdown-restaurants-bars-and-limits-size-gatherings-expanded,limit 50
526,Washington,,gathering_size_500_to_101,,,https://www.governor.wa.gov/newsmedia/insleeissuesemergencyproclamationlimitslargeeventsminimizepublichealthrisk,
528,Washington,,non-essential_services_closure,,,https://www.governor.wa.gov/news-media/inslee-announces-stay-home-stay-healthy%C2%A0order,
529,Washington,,social_distancing,,,,
530,West Virginia,,gathering_size_10_0,,,https://coronaviruswvgovstatuscdn.azureedge.net/STAY_AT_HOME_ORDER.pdf,
531,West Virginia,,non-essential_services_closure,,,https://coronaviruswvgovstatuscdn.azureedge.net/STAY_AT_HOME_ORDER.pdf,
532,West Virginia,,school_closure,,,http://wvmetronews.com/2020/03/13/schoolsareclosinginwestvirginiauntilfurthernotice/,
533,West Virginia,,shelter_in_place,,,https://www.fisherphillips.com/resourcesalertswestvirginiagovernorordersshelterinplace,
534,West Virginia,,closing_of_public_venues,,,"https://governor.wv.gov/News/pressreleases/2020/Pages/COVID19UPDATEExecutiveOrderlimitingrestaurantsandbars,closingcasinosstatewide.aspx",
535,West Virginia,,gathering_size_100_to_26,,,,
536,West Virginia,,gathering_size_25_to_11,,,,
537,West Virginia,,gathering_size_500_to_101,,,,
538,West Virginia,,lockdown,,,,
539,West Virginia,,religious_gatherings_banned,,,,religious gatherings exempted from shelter in place order
540,West Virginia,,social_distancing,,,https://coronaviruswvgovstatuscdn.azureedge.net/STAY_AT_HOME_ORDER.pdf,
541,Wisconsin,,closing_of_public_venues,,,https://evers.wi.gov/Documents/COVID19/UPDATEDOrder10People.pdf,
542,Wisconsin,,gathering_size_10_0,,,https://evers.wi.gov/Documents/COVID19/UPDATEDOrder10People.pdf,
543,Wisconsin,,non-essential_services_closure,,,https://evers.wi.gov/Documents/COVID19/EMO12SaferAtHome.pdf,
544,Wisconsin,,school_closure,,,https://evers.wi.gov/Documents/EO/SignedSchoolClosure.pdf,
545,Wisconsin,,shelter_in_place,,,https://evers.wi.gov/Documents/COVID19/EMO12SaferAtHome.pdf,
546,Wisconsin,,gathering_size_100_to_26,,,https://evers.wi.gov/Documents/EO/DHSOrderMassGatheringsof50orMore.pdf,
548,Wisconsin,,gathering_size_500_to_101,,,,
550,Wisconsin,,religious_gatherings_banned,,,https://evers.wi.gov/Documents/COVID19/UPDATEDOrder10People.pdf,
551,Wisconsin,,social_distancing,,,https://evers.wi.gov/Documents/EO/DHSOrderMassGatheringsof50orMore.pdf,
552,Wyoming,,closing_of_public_venues,,,http://pluto.state.wy.us/awweb/main.jsp?flag=browse&smd=2&awdid=3,
553,Wyoming,,gathering_size_10_0,,,https://health.wyo.gov/wpcontent/uploads/2020/03/StatewideOrder3.19.2020.pdf,-
554,Wyoming,,gathering_size_100_to_26,,,,
555,Wyoming,,gathering_size_25_to_11,,,,
556,Wyoming,,gathering_size_500_to_101,,,,
557,Wyoming,,lockdown,,,,
558,Wyoming,,non-essential_services_closure,,,http://pluto.state.wy.us/awweb/main.jsp?flag=browse&smd=2&awdid=3,
559,Wyoming,,religious_gatherings_banned,,,http://pluto.state.wy.us/awweb/main.jsp?flag=browse&smd=2&awdid=3,
560,Wyoming,,school_closure,,,https://trib.com/news/local/education/schooldistrictsacrosswyomingannounceclosuresfollowinggovernorsrecommendation/article_333c5100c6a657f1b04b948546b59ffd.html,
561,Wyoming,,shelter_in_place,,,,
562,Wyoming,,social_distancing,,,https://drive.google.com/file/d/1509mzmlpFEWGHEMX6izhE00wWKLXbGk/view,-
563,Guam,,closing_of_public_venues,,,https://www.guam.gov/wpdevcontent/uploads/2020/03/ExecutiveOrder202005RelativetoMandatingSocialIsolationLiftingRestrictionsonHealthCareLicensureandClarifyingStatusofNonEssentialGovernmentofGuamOperations.pdf,
564,Guam,,gathering_size_10_0,,,,
565,Guam,,gathering_size_100_to_26,,,https://www.guam.gov/wpdevcontent/uploads/2020/03/EO202004RelativetoRespondingtoConfirmedCasesofNovelCoronavirusCOVID19.pdf,
566,Guam,,gathering_size_25_to_11,,,,
567,Guam,,gathering_size_500_to_101,,,,
568,Guam,,lockdown,,,,
569,Guam,,non-essential_services_closure,,,https://www.guam.gov/wpdevcontent/uploads/2020/03/ExecutiveOrder202005RelativetoMandatingSocialIsolationLiftingRestrictionsonHealthCareLicensureandClarifyingStatusofNonEssentialGovernmentofGuamOperations.pdf,
570,Guam,,religious_gatherings_banned,,,,
571,Guam,,school_closure,,,https://www.guam.gov/wpdevcontent/uploads/2020/03/EO202004RelativetoRespondingtoConfirmedCasesofNovelCoronavirusCOVID19.pdf,
572,Guam,,shelter_in_place,,,,
573,Guam,,social_distancing,,,https://www.guam.gov/wpdevcontent/uploads/2020/03/EO202004RelativetoRespondingtoConfirmedCasesofNovelCoronavirusCOVID19.pdf,
574,Puerto Rico,,non-essential_services_closure,,,https://www.nbcnews.com/news/latino/puertoricoimposescurfewearlyclosingscontaincoronavirusspreadn1159456,
575,Puerto Rico,,closing_of_public_venues,,,https://www.nbcnews.com/news/latino/puertoricoimposescurfewearlyclosingscontaincoronavirusspreadn1159456,
576,Puerto Rico,,gathering_size_10_0,,,https://www.nbcnews.com/news/latino/puertoricoimposescurfewearlyclosingscontaincoronavirusspreadn1159456,
502,Vermont,,gathering_size_25_to_11,,,,
524,Washington,,gathering_size_25_to_11,,,,
577,Puerto Rico,,gathering_size_100_to_26,,,,
578,Puerto Rico,,gathering_size_25_to_11,,,,
579,Puerto Rico,,gathering_size_500_to_101,,,,
580,Puerto Rico,,lockdown,,,https://www.nytimes.com/2020/03/15/us/coronaviruspuertorico.html,
581,Puerto Rico,,religious_gatherings_banned,,,https://www.nbcnews.com/news/latino/puertoricoimposescurfewearlyclosingscontaincoronavirusspreadn1159456,
582,Puerto Rico,,school_closure,,,https://www.nbcnews.com/health/healthnews/blog/20200314coronavirusnewsn1158821/ncrd1158961,
583,Puerto Rico,,shelter_in_place,,,,
584,Puerto Rico,,social_distancing,,,https://www.nytimes.com/2020/03/15/us/coronaviruspuertorico.html,
585,Alabama,Chambers,social_distancing,,,,
586,Alabama,Chambers,shelter_in_place,,,,
587,Alabama,Chambers,lockdown,,,,
588,Alabama,Chambers,gathering_size_500_to_101,,,,
589,Alabama,Chambers,gathering_size_100_to_26,,,,
590,Alabama,Chambers,gathering_size_25_to_11,,,,
591,Alabama,Chambers,gathering_size_10_0,,,,
592,Alabama,Chambers,religious_gatherings_banned,,,,
593,Alabama,Chambers,school_closure,,,,
594,Alabama,Chambers,closing_of_public_venues,,,,
595,Alabama,Chambers,non-essential_services_closure,,,,
596,Alabama,Jefferson,closing_of_public_venues,,,https://www.jccal.org/Sites/Jefferson_County/Documents/Main/Jeffco%20Dept%20of%20Health%20orderHealthOfficerOrder3.16%20002).pdf,
597,Alabama,Jefferson,gathering_size_10_0,,,https://www.jccal.org/Sites/Jefferson_County/Documents/Main/Jeffcohealth%20department%20resolution2.pdf,
598,Alabama,Jefferson,gathering_size_25_to_11,,,https://www.jccal.org/Sites/Jefferson_County/Documents/Main/Jeffco%20Dept%20of%20Health%20orderHealthOfficerOrder3.16%20002).pdf,
599,Alabama,Jefferson,non-essential_services_closure,,,https://www.jccal.org/Sites/Jefferson_County/Documents/Main/Jeffcohealth%20department%20resolution2.pdf,
600,Alabama,Jefferson,religious_gatherings_banned,,,https://www.jccal.org/Sites/Jefferson_County/Documents/Main/Jeffco%20Dept%20of%20Health%20orderHealthOfficerOrder3.16%20002).pdf,
601,Alabama,Jefferson,school_closure,,,https://www.jccal.org/Default.asp?ID=2058&pg=JeffCo+Communications+Center,
602,Alabama,Jefferson,social_distancing,,,https://www.jccal.org/Default.asp?ID=2058&pg=JeffCo+Communications+Center,
603,Alabama,Jefferson,gathering_size_100_to_26,,,,
604,Alabama,Jefferson,gathering_size_500_to_101,,,,
605,Alabama,Jefferson,lockdown,,,,
606,Alabama,Jefferson,shelter_in_place,,,,
607,Alabama,Lee,closing_of_public_venues,,,https://www.facebook.com/pg/leecoema/posts/,
608,Alabama,Lee,gathering_size_25_to_11,,,https://www.facebook.com/pg/leecoema/posts/,
609,Alabama,Lee,school_closure,,,https://www.lee.k12.al.us/site/Default.aspx?PageID=10909,
610,Alabama,Lee,shelter_in_place,,,https://www.facebook.com/pg/leecoema/posts/,
611,Alabama,Lee,social_distancing,,,https://www.facebook.com/pg/leecoema/posts/,
612,Alabama,Lee,gathering_size_10_0,,,,
613,Alabama,Lee,gathering_size_100_to_26,,,,
614,Alabama,Lee,gathering_size_500_to_101,,,,
615,Alabama,Lee,lockdown,,,,
616,Alabama,Lee,non-essential_services_closure,,,,
617,Alabama,Lee,religious_gatherings_banned,,,,
618,Alabama,Madison,school_closure,,,https://www.waaytv.com/content/news/MadisonCountySchoolsLimestoneCountySchoolsclosingMondayaheadofstatewidemandatedclosure568815701.html,
619,Alabama,Madison,closing_of_public_venues,,,,
620,Alabama,Madison,gathering_size_10_0,,,,
621,Alabama,Madison,gathering_size_100_to_26,,,,
622,Alabama,Madison,gathering_size_25_to_11,,,,
623,Alabama,Madison,gathering_size_500_to_101,,,,
625,Alabama,Madison,non-essential_services_closure,,,,
626,Alabama,Madison,religious_gatherings_banned,,,,
627,Alabama,Madison,shelter_in_place,,,,
628,Alabama,Madison,social_distancing,,,,
629,Alabama,Mobile,social_distancing,,,https://www.mobilecountyal.gov/latestnews/declarationofstateoflocalemergencycovid19/,
630,Alabama,Mobile,closing_of_public_venues,,,https://www.cityofmobile.org/news/health-officer-issues-mandatory-health-order-to-stop-the-spread-of-covid-19/,  
631,Alabama,Mobile,gathering_size_10_0,,,, 
632,Alabama,Mobile,gathering_size_100_to_26,,,https://www.cityofmobile.org/uploads/200318102451NR-Bethedomino3-17-20.pdf, 
633,Alabama,Mobile,gathering_size_25_to_11,,,https://www.cityofmobile.org/uploads/200318102451NR-Bethedomino3-17-20.pdf, 
634,Alabama,Mobile,gathering_size_500_to_101,,,,
635,Alabama,Mobile,non-essential_services_closure,,,https://mynbc15.com/news/local/mayor-stimpson-announces-stay-at-home-order-for-mobile, 
636,Alabama,Mobile,religious_gatherings_banned,,,https://mynbc15.com/news/local/mayor-stimpson-announces-stay-at-home-order-for-mobile, 
637,Alabama,Mobile,school_closure,,,https://www.cityofmobile.org/news/mayor-stimpson-updates-city-response-to-covid-19/, 
638,Alabama,Mobile,shelter_in_place,,,https://www.cityofmobile.org/uploads/2004030232140497001.pdf, 
639,Alabama,Mobile,lockdown,,,,
640,Alabama,Shelby,school_closure,,,https://www.al.com/news/2020/03/somealabamaschoolsystemswillclosethreedaysearlierthanplanned.html,
641,Alabama,Shelby,lockdown,,,,
642,Alabama,Shelby,closing_of_public_venues,,,,
643,Alabama,Shelby,gathering_size_10_0,,,,
644,Alabama,Shelby,gathering_size_100_to_26,,,,
645,Alabama,Shelby,gathering_size_25_to_11,,,,
646,Alabama,Shelby,gathering_size_500_to_101,,,,
647,Alabama,Shelby,non-essential_services_closure,,,,
649,Alabama,Shelby,shelter_in_place,,,,
650,Alabama,Shelby,social_distancing,,,,
651,Alaska,Anchorage,social_distancing,,,https://www.muni.org/departments/mayor/pressreleases/documents/eo-03.pdf,
652,Alaska,Anchorage,shelter_in_place,,,https://www.muni.org/departments/mayor/pressreleases/documents/eo-03.pdf,
653,Alaska,Anchorage,gathering_size_100_to_26,,,https://www.muni.org/Departments/Mayor/PressReleases/Documents/EO-01_03162020_Signed.pdf,
648,Alabama,Shelby,religious_gatherings_banned,,,,
654,Alaska,Anchorage,religious_gatherings_banned,,,https://www.muni.org/departments/mayor/pressreleases/documents/eo-03.pdf,
655,Alaska,Anchorage,closing_of_public_venues,,,https://www.muni.org/Departments/Mayor/PressReleases/Documents/EO-01_03162020_Signed.pdf,
656,Alaska,Anchorage,non-essential_services_closure,,,https://www.muni.org/departments/mayor/pressreleases/documents/eo-03.pdf,
657,Alaska,Anchorage,lockdown,,,,
659,Alaska,Anchorage,gathering_size_25_to_11,,,,
660,Alaska,Anchorage,gathering_size_10_0,,,,
661,Alaska,Anchorage,school_closure,,,,
662,Arizona,Coconino,closing_of_public_venues,,,https://www.lakepowelllife.com/coconinocountystateofemergencydeclarationandclosures/,
663,Arizona,Coconino,gathering_size_10_0,,,https://www.coconino.az.gov/DocumentCenter/View/33113/CoconinoCountyEmergencyMeasuresforSocialDistancing3192020,
664,Arizona,Coconino,gathering_size_500_to_101,,,https://www.coconino.az.gov/DocumentCenter/View/33113/CoconinoCountyEmergencyMeasuresforSocialDistancing3192020,
665,Arizona,Coconino,non-essential_services_closure,,,https://www.coconino.az.gov/CivicAlerts.aspx?AID=2127,
666,Arizona,Coconino,school_closure,,,https://coconino.az.gov/DocumentCenter/View/33113/CoconinoCountyEmergencyMeasuresforSocialDistancing3192020,-
667,Arizona,Coconino,social_distancing,,,https://www.coconino.az.gov/CivicAlerts.aspx?AID=2127,
668,Arizona,Coconino,gathering_size_100_to_26,,,https://www.coconino.az.gov/DocumentCenter/View/33113/CoconinoCountyEmergencyMeasuresforSocialDistancing3192020,
669,Arizona,Coconino,gathering_size_25_to_11,,,https://www.coconino.az.gov/DocumentCenter/View/33113/CoconinoCountyEmergencyMeasuresforSocialDistancing3192020,
670,Arizona,Coconino,lockdown,,,,
671,Arizona,Coconino,religious_gatherings_banned,,,,
672,Arizona,Coconino,shelter_in_place,,,,
673,Arizona,Maricopa,closing_of_public_venues,,,,
674,Arizona,Maricopa,gathering_size_10_0,,,https://www.maricopa.gov/DocumentCenter/View/58761/Statement_mass_gatherings?bidId=,"this was the only Maricopa specific order I found, all other categories were fullfilled "
675,Arizona,Maricopa,gathering_size_100_to_26,,,,
676,Arizona,Maricopa,gathering_size_25_to_11,,,,
677,Arizona,Maricopa,gathering_size_500_to_101,,,,
678,Arizona,Maricopa,lockdown,,,,
679,Arizona,Maricopa,non-essential_services_closure,,,,
680,Arizona,Maricopa,religious_gatherings_banned,,,,
681,Arizona,Maricopa,school_closure,,,,
682,Arizona,Maricopa,shelter_in_place,,,,
683,Arizona,Maricopa,social_distancing,,,,
684,Arizona,Navajo,closing_of_public_venues,,,https://www.abc15.com/news/state/executive-order-bars-gyms-closed-in-affected-arizona-counties-national-guard-activated, 
685,Arizona,Navajo,gathering_size_10_0,,,, 
686,Arizona,Navajo,gathering_size_100_to_26,,,,
687,Arizona,Navajo,gathering_size_25_to_11,,,,
688,Arizona,Navajo,gathering_size_500_to_101,,,,
689,Arizona,Navajo,religious_gatherings_banned,,,,
690,Arizona,Navajo,lockdown,,,,
691,Arizona,Navajo,non-essential_services_closure,,,,
692,Arizona,Navajo,school_closure,,,,
693,Arizona,Navajo,shelter_in_place,,,,
694,Arizona,Navajo,social_distancing,,,,
695,Arizona,Pima,closing_of_public_venues,,,https://webcms.pima.gov/cms/One.aspx?portalId=169&pageId=537002,
696,Arizona,Pima,gathering_size_10_0,,,,
697,Arizona,Pima,gathering_size_100_to_26,,,,
698,Arizona,Pima,gathering_size_25_to_11,,,,
699,Arizona,Pima,gathering_size_500_to_101,,,,
700,Arizona,Pima,lockdown,,,,
701,Arizona,Pima,non-essential_services_closure,,,,
702,Arizona,Pima,religious_gatherings_banned,,,,
703,Arizona,Pima,school_closure,,,,
704,Arizona,Pima,shelter_in_place,,,,
705,Arizona,Pima,social_distancing,,,,
706,Arizona,Pinal,closing_of_public_venues,,,,
707,Arizona,Pinal,gathering_size_10_0,,,,
708,Arizona,Pinal,gathering_size_100_to_26,,,,
709,Arizona,Pinal,gathering_size_25_to_11,,,,
710,Arizona,Pinal,gathering_size_500_to_101,,,,
711,Arizona,Pinal,lockdown,,,,
712,Arizona,Pinal,non-essential_services_closure,,,,
713,Arizona,Pinal,religious_gatherings_banned,,,,
714,Arizona,Pinal,school_closure,,,,
715,Arizona,Pinal,shelter_in_place,,,,
716,Arizona,Pinal,social_distancing,,,,
717,Arkansas,Pulaski,school_closure,,,https://www.thv11.com/article/news/health/coronavirus/listofarkansasschoolsplanstohandlecoronavirusconcerns/91eff032e0215742b9adc813e70728b8f0,*governored orders Pulaski and 3 other counties to close (the state wide closure happened 3/17/20); https://www.ksla.com/2020/03/15/governor-arkansas-closes-all-schools-immediately/
718,Arkansas,Pulaski,closing_of_public_venues,,,,
719,Arkansas,Pulaski,gathering_size_10_0,,,,
720,Arkansas,Pulaski,gathering_size_100_to_26,,,,
721,Arkansas,Pulaski,gathering_size_25_to_11,,,,
722,Arkansas,Pulaski,gathering_size_500_to_101,,,,
723,Arkansas,Pulaski,lockdown,,,,
724,Arkansas,Pulaski,non-essential_services_closure,,,,
725,Arkansas,Pulaski,religious_gatherings_banned,,,,
726,Arkansas,Pulaski,shelter_in_place,,,,
727,Arkansas,Pulaski,social_distancing,,,,*all orders for pulaski orders came directly from governor's statewide policies; website and local media do not appear to reveal any other county specific measures
728,California,Alameda,closing_of_public_venues,,,https://www.berkeleyside.com/2020/03/15/east-bay-restaurants-that-have-closed-due-to-coronavirus-concerns, 
729,California,Alameda,gathering_size_10_0,,,https://www.alamedaca.gov/files/assets/public/city-manager/documents/health-officer-order-shelter-in-place-20200316.pdf,
730,California,Alameda,non-essential_services_closure,,,http://acphd.org/media/559658/health-officer-order-shelter-in-place-20200316.pdf, 
732,California,Alameda,school_closure,,,https://www.nbcbayarea.com/news/local/oakland-school-closes-over-potential-coronavirus-exposure/2248347/, 
658,Alaska,Anchorage,gathering_size_500_to_101,,,,
731,California,Alameda,religious_gatherings_banned,,,https://covid-19.acgov.org/index.page,-
733,California,Alameda,shelter_in_place,,,http://acphd.org/media/559658/health-officer-order-shelter-in-place-20200316.pdf,  
734,California,Alameda,social_distancing,,,https://www.alamedaca.gov/Shortcut-Content/News-Media/Sunday-April-5-2020-Weekly-COVID-19-Update, 
735,California,Alameda,lockdown,,,,Pending
736,California,Alameda,gathering_size_100_to_26,,,,See closing_of_public_venues to see a general listing of closures.
737,California,Alameda,gathering_size_25_to_11,,,,See closing_of_public_venues to see a general listing of closures.
738,California,Alameda,gathering_size_500_to_101,,,,See closing_of_public_venues to see a general listing of closures.
739,California,Contra Costa,closing_of_public_venues,,,https://cchealth.org/coronavirus/pdf/HOCOVID19SIP03162020.pdf,
740,California,Contra Costa,gathering_size_10_0,,,https://cchealth.org/coronavirus/pdf/HOCOVID19SIP03162020.pdf,
741,California,Contra Costa,gathering_size_100_to_26,,,https://martinezgazette.com/contracostacountyprohibitsgatheringsofmorethan100/,
742,California,Contra Costa,non-essential_services_closure,,,https://cchealth.org/coronavirus/pdf/HOCOVID19SIP03162020.pdf,
743,California,Contra Costa,religious_gatherings_banned,,,https://www.coronavirus.cchealth.org/frequentlyaskedquestions,
744,California,Contra Costa,school_closure,,,https://cchealth.org/pressreleases/2020/0316BayAreaJurisdictionsOrderResidentstoStayHome.php,
745,California,Contra Costa,shelter_in_place,,,https://cchealth.org/pressreleases/2020/0316BayAreaJurisdictionsOrderResidentstoStayHome.php,*intensified 3/31/20 ordered BEFORE governor directive
746,California,Contra Costa,gathering_size_25_to_11,,,,
747,California,Contra Costa,gathering_size_500_to_101,,,,
748,California,Contra Costa,lockdown,,,,*Quarantine order if in close contact with infected case and all connnected members; separate from shelter in place issued on county level 4/3/2020 https://813dcad3-2b07-4f3f-a25e-23c48c566922.filesusr.com/ugd/ee8930_c5b6ceb3013a4e61825b95abf656ae59.pdf
750,California,Fresno,gathering_size_10_0,,,https://www.cdph.ca.gov/Programs/CID/DCDC/CDPH%20Document%20Library/COVID19/cdphguidancegatheringscovid19transmissionprevention03162020.pdf,
751,California,Fresno,religious_gatherings_banned,,,https://www.cdph.ca.gov/Programs/CID/DCDC/CDPH%20Document%20Library/COVID19/cdphguidancegatheringscovid19transmissionprevention03162020.pdf,
752,California,Fresno,shelter_in_place,,,https://www.fresno.gov/wpcontent/uploads/2020/03/EMERGENCYORDER202002_SHELTERINPLACE3.18.20.pdf,"city of Fresno ordered a shelter in place order however, the county declined to make it county wide https://fresnocountynewsroom.com/2020/03/18/fresno-county-response-to-city-of-fresnos-shelter-in-place-order/"
753,California,Fresno,social_distancing,,,https://www.co.fresno.ca.us/Home/ShowDocument?id=42552,-
754,California,Fresno,closing_of_public_venues,,,,
755,California,Fresno,gathering_size_100_to_26,,,,
756,California,Fresno,gathering_size_25_to_11,,,,
757,California,Fresno,gathering_size_500_to_101,,,,
758,California,Fresno,lockdown,,,,"*as of March 19 all Fresno policies appear to default to the statewide executive orders for ""shelter in place"" "
759,California,Fresno,non-essential_services_closure,,,,
760,California,Fresno,school_closure,,,,
761,California,Kern,non-essential_services_closure,,,https://www.kerncounty.com/government/listofessentialservices,-
764,California,Kern,gathering_size_100_to_26,,,,
765,California,Kern,gathering_size_25_to_11,,,,
766,California,Kern,gathering_size_500_to_101,,,,
768,California,Kern,religious_gatherings_banned,,,,
769,California,Kern,school_closure,,,,
770,California,Kern,shelter_in_place,,,,
771,California,Kern,social_distancing,,,,
772,California,Los Angeles,closing_of_public_venues,,,https://covid19.lacounty.gov/covid19news/publichealthissuesordertoprohibitgroupevents/,
773,California,Los Angeles,gathering_size_10_0,,,http://publichealth.lacounty.gov/media/Coronavirus/COVID19_March%2021HOOrder7_00_FINAL2.pdf,
774,California,Los Angeles,gathering_size_100_to_26,,,https://covid19.lacounty.gov/covid19news/publichealthissuesordertoprohibitgroupevents/,
775,California,Los Angeles,non-essential_services_closure,,,https://www.latimes.com/business/story/20200320/coronavirusnonessentialbusinessclosures,
776,California,Los Angeles,religious_gatherings_banned,,,https://www.latimes.com/business/story/20200320/coronavirusnonessentialbusinessclosures,
777,California,Los Angeles,shelter_in_place,,,http://publichealth.lacounty.gov/media/Coronavirus/COVID19_March%2021HOOrder7_00_FINAL2.pdf,
778,California,Los Angeles,social_distancing,,,https://covid19.lacounty.gov/covid19news/publichealthissuesordertoprohibitgroupevents/,
779,California,Los Angeles,gathering_size_25_to_11,,,,
780,California,Los Angeles,gathering_size_500_to_101,,,,
781,California,Los Angeles,lockdown,,,,
782,California,Los Angeles,school_closure,,,,
783,California,Marin,closing_of_public_venues,,,https://www.smcgov.org/pressrelease/march162020sevenbayareajurisdictionsorderresidentsstayhome,
784,California,Marin,gathering_size_10_0,,,https://coronavirus.marinhhs.org/sites/default/files/Files/Shelter%20in%20Place/Shelter%20in%20Place%20Order%2016%20March%202020.pdf,
785,California,Marin,non-essential_services_closure,,,https://www.smcgov.org/pressrelease/march162020sevenbayareajurisdictionsorderresidentsstayhome,
786,California,Marin,religious_gatherings_banned,,,https://www.smcgov.org/pressrelease/march162020sevenbayareajurisdictionsorderresidentsstayhome,
787,California,Marin,school_closure,,,https://www.marincounty.org/main/countypressreleases/pressreleases/2020/hhsschoolsuspension031320,
788,California,Marin,shelter_in_place,,,https://www.smcgov.org/pressrelease/march162020sevenbayareajurisdictionsorderresidentsstayhome,
789,California,Marin,social_distancing,,,https://www.smcgov.org/pressrelease/march162020sevenbayareajurisdictionsorderresidentsstayhome,
790,California,Marin,gathering_size_100_to_26,,,,
791,California,Marin,gathering_size_25_to_11,,,,
749,California,Contra Costa,social_distancing,,,,
792,California,Marin,gathering_size_500_to_101,,,,
793,California,Marin,lockdown,,,,
794,California,Orange,non-essential_services_closure,,,https://cms.ocgov.com/civicax/filebank/blobdload.aspx?BlobID=114421&fbclid=IwAR3v5cjjWCB2l9fJufUZa7EWnxXUge0WUhJRPV_Cqr_z8QBedQWM3zs7Vw,"this was the only Maricopa specific order I found, all other categories were fullfilled "
795,California,Orange,religious_gatherings_banned,,,https://cms.ocgov.com/civicax/filebank/blobdload.aspx?BlobID=114421&fbclid=IwAR3v5cjjWCB2l9fJufUZa7EWnxXUge0WUhJRPV_Cqr_z8QBedQWM3zs7Vw,-
796,California,Orange,school_closure,,,https://newsroom.ocde.us/coronavirusupdate/,ordered by orange county districts collectively
797,California,Orange,closing_of_public_venues,,,,3/18/20 order implementing govenors closures https://www.ochealthinfo.com/phs/about/epidasmt/epi/dip/prevention/covid_19_order
800,California,Orange,gathering_size_25_to_11,,,,
801,California,Orange,gathering_size_500_to_101,,,,
802,California,Orange,lockdown,,,,
803,California,Orange,shelter_in_place,,,,
804,California,Orange,social_distancing,,,,official county recommendations 3/12/20 https://cms.ocgov.com/civicax/filebank/blobdload.aspx?BlobID=114132
805,California,Placer,closing_of_public_venues,,,https://www.placer.ca.gov/DocumentCenter/View/43269/PlacerCountyCOVID19Directive?fbclid=IwAR2sgBLGpQvP29aoVc1JT2S8oz4U1cHSu5RMe_9TCYR_k8bbR2clgWunZgo,
