id,date,region,transportation_type,value
12348,2020-04-14,British Columbia,Residential,21.0
12349,2020-04-15,British Columbia,Retail & recreation,-43.0
12350,2020-04-15,British Columbia,Grocery & pharmacy,-16.0
12351,2020-04-15,British Columbia,Parks,64.0
12352,2020-04-15,British Columbia,Transit stations,-58.0
12353,2020-04-15,British Columbia,Workplace,-55.0
12354,2020-04-15,British Columbia,Residential,21.0
12355,2020-04-16,British Columbia,Retail & recreation,-43.0
12356,2020-04-16,British Columbia,Grocery & pharmacy,-16.0
12357,2020-04-16,British Columbia,Parks,70.0
12358,2020-04-16,British Columbia,Transit stations,-59.0
12359,2020-04-16,British Columbia,Workplace,-54.0
12360,2020-04-16,British Columbia,Residential,21.0
12361,2020-04-17,British Columbia,Retail & recreation,-45.0
12362,2020-04-17,British Columbia,Grocery & pharmacy,-18.0
12363,2020-04-17,British Columbia,Parks,28.0
12364,2020-04-17,British Columbia,Transit stations,-59.0
12365,2020-04-17,British Columbia,Workplace,-53.0
12366,2020-04-17,British Columbia,Residential,21.0
12367,2020-04-18,British Columbia,Retail & recreation,-49.0
12368,2020-04-18,British Columbia,Grocery & pharmacy,-19.0
12369,2020-04-18,British Columbia,Parks,38.0
12370,2020-04-18,British Columbia,Transit stations,-53.0
12371,2020-04-18,British Columbia,Workplace,-41.0
12372,2020-04-18,British Columbia,Residential,14.0
12373,2020-04-19,British Columbia,Retail & recreation,-49.0
12374,2020-04-19,British Columbia,Grocery & pharmacy,-26.0
12375,2020-04-19,British Columbia,Parks,41.0
12376,2020-04-19,British Columbia,Transit stations,-56.0
12377,2020-04-19,British Columbia,Workplace,-42.0
12378,2020-04-19,British Columbia,Residential,11.0
12379,2020-04-20,British Columbia,Retail & recreation,-44.0
12380,2020-04-20,British Columbia,Grocery & pharmacy,-18.0
12381,2020-04-20,British Columbia,Parks,54.0
12382,2020-04-20,British Columbia,Transit stations,-58.0
12383,2020-04-20,British Columbia,Workplace,-53.0
12384,2020-04-20,British Columbia,Residential,19.0
12385,2020-04-21,British Columbia,Retail & recreation,-44.0
12386,2020-04-21,British Columbia,Grocery & pharmacy,-16.0
12387,2020-04-21,British Columbia,Parks,47.0
12388,2020-04-21,British Columbia,Transit stations,-60.0
12389,2020-04-21,British Columbia,Workplace,-52.0
12390,2020-04-21,British Columbia,Residential,20.0
12391,2020-04-22,British Columbia,Retail & recreation,-47.0
12392,2020-04-22,British Columbia,Grocery & pharmacy,-18.0
12393,2020-04-22,British Columbia,Parks,2.0
12394,2020-04-22,British Columbia,Transit stations,-61.0
12395,2020-04-22,British Columbia,Workplace,-54.0
12396,2020-04-22,British Columbia,Residential,21.0
12397,2020-04-23,British Columbia,Retail & recreation,-45.0
12398,2020-04-23,British Columbia,Grocery & pharmacy,-14.0
12399,2020-04-23,British Columbia,Parks,46.0
12400,2020-04-23,British Columbia,Transit stations,-58.0
12401,2020-04-23,British Columbia,Workplace,-53.0
12402,2020-04-23,British Columbia,Residential,21.0
12403,2020-04-24,British Columbia,Retail & recreation,-46.0
12404,2020-04-24,British Columbia,Grocery & pharmacy,-15.0
12405,2020-04-24,British Columbia,Parks,39.0
12406,2020-04-24,British Columbia,Transit stations,-57.0
12407,2020-04-24,British Columbia,Workplace,-51.0
12408,2020-04-24,British Columbia,Residential,19.0
12409,2020-04-25,British Columbia,Retail & recreation,-50.0
12410,2020-04-25,British Columbia,Grocery & pharmacy,-16.0
12411,2020-04-25,British Columbia,Parks,7.0
12412,2020-04-25,British Columbia,Transit stations,-56.0
12413,2020-04-25,British Columbia,Workplace,-41.0
12414,2020-04-25,British Columbia,Residential,15.0
12415,2020-04-26,British Columbia,Retail & recreation,-49.0
12416,2020-04-26,British Columbia,Grocery & pharmacy,-22.0
12417,2020-04-26,British Columbia,Parks,25.0
12418,2020-04-26,British Columbia,Transit stations,-57.0
12419,2020-04-26,British Columbia,Workplace,-42.0
12420,2020-04-26,British Columbia,Residential,12.0
12421,2020-04-12,Manitoba,Retail & recreation,-74.0
12422,2020-04-12,Manitoba,Grocery & pharmacy,-63.0
12423,2020-04-12,Manitoba,Parks,-35.0
12424,2020-04-12,Manitoba,Transit stations,-65.0
12425,2020-04-12,Manitoba,Workplace,-47.0
12426,2020-04-12,Manitoba,Residential,13.0
12427,2020-04-13,Manitoba,Retail & recreation,-44.0
12428,2020-04-13,Manitoba,Grocery & pharmacy,-16.0
12429,2020-04-13,Manitoba,Parks,-38.0
12430,2020-04-13,Manitoba,Transit stations,-68.0
12431,2020-04-13,Manitoba,Workplace,-57.0
12432,2020-04-13,Manitoba,Residential,23.0
12433,2020-04-14,Manitoba,Retail & recreation,-43.0
12434,2020-04-14,Manitoba,Grocery & pharmacy,-10.0
12435,2020-04-14,Manitoba,Parks,-25.0
12436,2020-04-14,Manitoba,Transit stations,-60.0
12437,2020-04-14,Manitoba,Workplace,-48.0
12438,2020-04-14,Manitoba,Residential,21.0
12439,2020-04-15,Manitoba,Retail & recreation,-38.0
12440,2020-04-15,Manitoba,Grocery & pharmacy,-10.0
12441,2020-04-15,Manitoba,Parks,-19.0
12442,2020-04-15,Manitoba,Transit stations,-59.0
12443,2020-04-15,Manitoba,Workplace,-48.0
12444,2020-04-15,Manitoba,Residential,20.0
12445,2020-04-16,Manitoba,Retail & recreation,-39.0
12446,2020-04-16,Manitoba,Grocery & pharmacy,-6.0
12447,2020-04-16,Manitoba,Parks,-15.0
12448,2020-04-16,Manitoba,Transit stations,-60.0
12449,2020-04-16,Manitoba,Workplace,-47.0
12450,2020-04-16,Manitoba,Residential,21.0
12451,2020-04-17,Manitoba,Retail & recreation,-39.0
12452,2020-04-17,Manitoba,Grocery & pharmacy,-10.0
12453,2020-04-17,Manitoba,Parks,-2.0
12454,2020-04-17,Manitoba,Transit stations,-58.0
12455,2020-04-17,Manitoba,Workplace,-48.0
12456,2020-04-17,Manitoba,Residential,21.0
12457,2020-04-18,Manitoba,Retail & recreation,-48.0
12458,2020-04-18,Manitoba,Grocery & pharmacy,-19.0
12459,2020-04-18,Manitoba,Parks,-42.0
12460,2020-04-18,Manitoba,Transit stations,-56.0
12461,2020-04-18,Manitoba,Workplace,-33.0
12462,2020-04-18,Manitoba,Residential,14.0
12463,2020-04-19,Manitoba,Retail & recreation,-49.0
12464,2020-04-19,Manitoba,Grocery & pharmacy,-27.0
12465,2020-04-19,Manitoba,Parks,-19.0
12466,2020-04-19,Manitoba,Transit stations,-61.0
12467,2020-04-19,Manitoba,Workplace,-36.0
12468,2020-04-19,Manitoba,Residential,11.0
12469,2020-04-20,Manitoba,Retail & recreation,-42.0
12470,2020-04-20,Manitoba,Grocery & pharmacy,-16.0
12471,2020-04-20,Manitoba,Parks,-27.0
12472,2020-04-20,Manitoba,Transit stations,-61.0
12473,2020-04-20,Manitoba,Workplace,-46.0
12474,2020-04-20,Manitoba,Residential,19.0
12475,2020-04-21,Manitoba,Retail & recreation,-42.0
12476,2020-04-21,Manitoba,Grocery & pharmacy,-12.0
12477,2020-04-21,Manitoba,Parks,-11.0
12478,2020-04-21,Manitoba,Transit stations,-60.0
12479,2020-04-21,Manitoba,Workplace,-47.0
12480,2020-04-21,Manitoba,Residential,20.0
12481,2020-04-22,Manitoba,Retail & recreation,-38.0
12482,2020-04-22,Manitoba,Grocery & pharmacy,-9.0
12483,2020-04-22,Manitoba,Parks,21.0
12484,2020-04-22,Manitoba,Transit stations,-57.0
12485,2020-04-22,Manitoba,Workplace,-46.0
12486,2020-04-22,Manitoba,Residential,19.0
12487,2020-04-23,Manitoba,Retail & recreation,-36.0
12488,2020-04-23,Manitoba,Grocery & pharmacy,-3.0
12489,2020-04-23,Manitoba,Parks,39.0
12490,2020-04-23,Manitoba,Transit stations,-57.0
12491,2020-04-23,Manitoba,Workplace,-45.0
12492,2020-04-23,Manitoba,Residential,18.0
12493,2020-04-24,Manitoba,Retail & recreation,-39.0
12494,2020-04-24,Manitoba,Grocery & pharmacy,-10.0
12495,2020-04-24,Manitoba,Parks,8.0
12496,2020-04-24,Manitoba,Transit stations,-56.0
12497,2020-04-24,Manitoba,Workplace,-46.0
12498,2020-04-24,Manitoba,Residential,19.0
12499,2020-04-25,Manitoba,Retail & recreation,-46.0
12500,2020-04-25,Manitoba,Grocery & pharmacy,-18.0
12501,2020-04-25,Manitoba,Parks,-29.0
12502,2020-04-25,Manitoba,Transit stations,-53.0
12503,2020-04-25,Manitoba,Workplace,-31.0
12504,2020-04-25,Manitoba,Residential,13.0
12505,2020-04-26,Manitoba,Retail & recreation,-44.0
12506,2020-04-26,Manitoba,Grocery & pharmacy,-22.0
12507,2020-04-26,Manitoba,Parks,14.0
12508,2020-04-26,Manitoba,Transit stations,-55.0
12509,2020-04-26,Manitoba,Workplace,-34.0
12510,2020-04-26,Manitoba,Residential,9.0
12511,2020-04-12,New Brunswick,Retail & recreation,-68.0
12512,2020-04-12,New Brunswick,Grocery & pharmacy,-64.0
12513,2020-04-12,New Brunswick,Parks,70.0
12514,2020-04-12,New Brunswick,Transit stations,-54.0
12515,2020-04-12,New Brunswick,Workplace,-45.0
12516,2020-04-12,New Brunswick,Residential,10.0
12517,2020-04-13,New Brunswick,Retail & recreation,-49.0
12518,2020-04-13,New Brunswick,Grocery & pharmacy,-36.0
12519,2020-04-13,New Brunswick,Parks,-39.0
12520,2020-04-13,New Brunswick,Transit stations,-66.0
12521,2020-04-13,New Brunswick,Workplace,-64.0
12522,2020-04-13,New Brunswick,Residential,23.0
12523,2020-04-14,New Brunswick,Retail & recreation,-40.0
12524,2020-04-14,New Brunswick,Grocery & pharmacy,-21.0
12525,2020-04-14,New Brunswick,Parks,15.0
12526,2020-04-14,New Brunswick,Transit stations,-52.0
12527,2020-04-14,New Brunswick,Workplace,-56.0
12528,2020-04-14,New Brunswick,Residential,20.0
12529,2020-04-15,New Brunswick,Retail & recreation,-38.0
12530,2020-04-15,New Brunswick,Grocery & pharmacy,-19.0
12531,2020-04-15,New Brunswick,Parks,-1.0
12532,2020-04-15,New Brunswick,Transit stations,-55.0
12533,2020-04-15,New Brunswick,Workplace,-56.0
12534,2020-04-15,New Brunswick,Residential,20.0
12535,2020-04-16,New Brunswick,Retail & recreation,-39.0
12536,2020-04-16,New Brunswick,Grocery & pharmacy,-21.0
12537,2020-04-16,New Brunswick,Parks,-10.0
12538,2020-04-16,New Brunswick,Transit stations,-54.0
12539,2020-04-16,New Brunswick,Workplace,-56.0
12540,2020-04-16,New Brunswick,Residential,22.0
12541,2020-04-17,New Brunswick,Retail & recreation,-43.0
12542,2020-04-17,New Brunswick,Grocery & pharmacy,-24.0
12543,2020-04-17,New Brunswick,Parks,-24.0
12544,2020-04-17,New Brunswick,Transit stations,-59.0
12545,2020-04-17,New Brunswick,Workplace,-55.0
12546,2020-04-17,New Brunswick,Residential,24.0
12547,2020-04-18,New Brunswick,Retail & recreation,-47.0
12548,2020-04-18,New Brunswick,Grocery & pharmacy,-30.0
12549,2020-04-18,New Brunswick,Parks,-9.0
12550,2020-04-18,New Brunswick,Transit stations,
12551,2020-04-18,New Brunswick,Workplace,-37.0
12552,2020-04-18,New Brunswick,Residential,13.0
12553,2020-04-19,New Brunswick,Retail & recreation,-34.0
12554,2020-04-19,New Brunswick,Grocery & pharmacy,-19.0
12555,2020-04-19,New Brunswick,Parks,107.0
12556,2020-04-19,New Brunswick,Transit stations,-43.0
12557,2020-04-19,New Brunswick,Workplace,-33.0
12558,2020-04-19,New Brunswick,Residential,7.0
12559,2020-04-20,New Brunswick,Retail & recreation,-34.0
12560,2020-04-20,New Brunswick,Grocery & pharmacy,-25.0
12561,2020-04-20,New Brunswick,Parks,1.0
12562,2020-04-20,New Brunswick,Transit stations,-53.0
12563,2020-04-20,New Brunswick,Workplace,-53.0
12564,2020-04-20,New Brunswick,Residential,19.0
12565,2020-04-21,New Brunswick,Retail & recreation,-34.0
12566,2020-04-21,New Brunswick,Grocery & pharmacy,-19.0
12567,2020-04-21,New Brunswick,Parks,18.0
12568,2020-04-21,New Brunswick,Transit stations,-51.0
12569,2020-04-21,New Brunswick,Workplace,-54.0
12570,2020-04-21,New Brunswick,Residential,19.0
12571,2020-04-22,New Brunswick,Retail & recreation,-42.0
12572,2020-04-22,New Brunswick,Grocery & pharmacy,-25.0
12573,2020-04-22,New Brunswick,Parks,-29.0
12574,2020-04-22,New Brunswick,Transit stations,-56.0
12575,2020-04-22,New Brunswick,Workplace,-55.0
12576,2020-04-22,New Brunswick,Residential,21.0
12577,2020-04-23,New Brunswick,Retail & recreation,-39.0
12578,2020-04-23,New Brunswick,Grocery & pharmacy,-20.0
12579,2020-04-23,New Brunswick,Parks,-14.0
12580,2020-04-23,New Brunswick,Transit stations,-52.0
12581,2020-04-23,New Brunswick,Workplace,-54.0
12582,2020-04-23,New Brunswick,Residential,21.0
12583,2020-04-24,New Brunswick,Retail & recreation,-40.0
12584,2020-04-24,New Brunswick,Grocery & pharmacy,-21.0
12585,2020-04-24,New Brunswick,Parks,4.0
12586,2020-04-24,New Brunswick,Transit stations,-51.0
12587,2020-04-24,New Brunswick,Workplace,-53.0
12588,2020-04-24,New Brunswick,Residential,21.0
12589,2020-04-25,New Brunswick,Retail & recreation,-40.0
12590,2020-04-25,New Brunswick,Grocery & pharmacy,-24.0
12591,2020-04-25,New Brunswick,Parks,35.0
12592,2020-04-25,New Brunswick,Transit stations,
12593,2020-04-25,New Brunswick,Workplace,-34.0
12594,2020-04-25,New Brunswick,Residential,10.0
12595,2020-04-26,New Brunswick,Retail & recreation,-24.0
12596,2020-04-26,New Brunswick,Grocery & pharmacy,-11.0
12597,2020-04-26,New Brunswick,Parks,169.0
12598,2020-04-26,New Brunswick,Transit stations,-39.0
12599,2020-04-26,New Brunswick,Workplace,-27.0
12600,2020-04-26,New Brunswick,Residential,4.0
12601,2020-04-12,Newfoundland and Labrador,Retail & recreation,-71.0
12602,2020-04-12,Newfoundland and Labrador,Grocery & pharmacy,-63.0
12603,2020-04-12,Newfoundland and Labrador,Parks,32.0
12604,2020-04-12,Newfoundland and Labrador,Transit stations,-56.0
12605,2020-04-12,Newfoundland and Labrador,Workplace,-42.0
12606,2020-04-12,Newfoundland and Labrador,Residential,9.0
12607,2020-04-13,Newfoundland and Labrador,Retail & recreation,-40.0
12608,2020-04-13,Newfoundland and Labrador,Grocery & pharmacy,-20.0
12609,2020-04-13,Newfoundland and Labrador,Parks,83.0
12610,2020-04-13,Newfoundland and Labrador,Transit stations,-59.0
12611,2020-04-13,Newfoundland and Labrador,Workplace,-59.0
12612,2020-04-13,Newfoundland and Labrador,Residential,15.0
12613,2020-04-14,Newfoundland and Labrador,Retail & recreation,-49.0
12614,2020-04-14,Newfoundland and Labrador,Grocery & pharmacy,-31.0
12615,2020-04-14,Newfoundland and Labrador,Parks,-36.0
12616,2020-04-14,Newfoundland and Labrador,Transit stations,-65.0
12617,2020-04-14,Newfoundland and Labrador,Workplace,-60.0
12618,2020-04-14,Newfoundland and Labrador,Residential,20.0
12619,2020-04-15,Newfoundland and Labrador,Retail & recreation,-39.0
12620,2020-04-15,Newfoundland and Labrador,Grocery & pharmacy,-20.0
12621,2020-04-15,Newfoundland and Labrador,Parks,15.0
12622,2020-04-15,Newfoundland and Labrador,Transit stations,-56.0
12623,2020-04-15,Newfoundland and Labrador,Workplace,-59.0
12624,2020-04-15,Newfoundland and Labrador,Residential,18.0
12625,2020-04-16,Newfoundland and Labrador,Retail & recreation,-40.0
12626,2020-04-16,Newfoundland and Labrador,Grocery & pharmacy,-23.0
12627,2020-04-16,Newfoundland and Labrador,Parks,-16.0
12628,2020-04-16,Newfoundland and Labrador,Transit stations,-62.0
12629,2020-04-16,Newfoundland and Labrador,Workplace,-59.0
12630,2020-04-16,Newfoundland and Labrador,Residential,19.0
12631,2020-04-17,Newfoundland and Labrador,Retail & recreation,-43.0
12632,2020-04-17,Newfoundland and Labrador,Grocery & pharmacy,-24.0
12633,2020-04-17,Newfoundland and Labrador,Parks,2.0
12634,2020-04-17,Newfoundland and Labrador,Transit stations,-61.0
12635,2020-04-17,Newfoundland and Labrador,Workplace,-44.0
12636,2020-04-17,Newfoundland and Labrador,Residential,21.0
12637,2020-04-18,Newfoundland and Labrador,Retail & recreation,-45.0
12638,2020-04-18,Newfoundland and Labrador,Grocery & pharmacy,-20.0
12639,2020-04-18,Newfoundland and Labrador,Parks,-7.0
12640,2020-04-18,Newfoundland and Labrador,Transit stations,-54.0
12641,2020-04-18,Newfoundland and Labrador,Workplace,-40.0
12642,2020-04-18,Newfoundland and Labrador,Residential,13.0
12643,2020-04-19,Newfoundland and Labrador,Retail & recreation,-59.0
12644,2020-04-19,Newfoundland and Labrador,Grocery & pharmacy,-45.0
12645,2020-04-19,Newfoundland and Labrador,Parks,-55.0
12646,2020-04-19,Newfoundland and Labrador,Transit stations,-76.0
12647,2020-04-19,Newfoundland and Labrador,Workplace,-36.0
12648,2020-04-19,Newfoundland and Labrador,Residential,11.0
12649,2020-04-20,Newfoundland and Labrador,Retail & recreation,-38.0
12650,2020-04-20,Newfoundland and Labrador,Grocery & pharmacy,-17.0
12651,2020-04-20,Newfoundland and Labrador,Parks,13.0
12652,2020-04-20,Newfoundland and Labrador,Transit stations,-59.0
12653,2020-04-20,Newfoundland and Labrador,Workplace,-57.0
12654,2020-04-20,Newfoundland and Labrador,Residential,16.0
12655,2020-04-21,Newfoundland and Labrador,Retail & recreation,-43.0
12656,2020-04-21,Newfoundland and Labrador,Grocery & pharmacy,-26.0
12657,2020-04-21,Newfoundland and Labrador,Parks,-19.0
12658,2020-04-21,Newfoundland and Labrador,Transit stations,-60.0
12659,2020-04-21,Newfoundland and Labrador,Workplace,-58.0
12660,2020-04-21,Newfoundland and Labrador,Residential,19.0
12661,2020-04-22,Newfoundland and Labrador,Retail & recreation,-37.0
12662,2020-04-22,Newfoundland and Labrador,Grocery & pharmacy,-19.0
12663,2020-04-22,Newfoundland and Labrador,Parks,39.0
12664,2020-04-22,Newfoundland and Labrador,Transit stations,-52.0
12665,2020-04-22,Newfoundland and Labrador,Workplace,-57.0
12666,2020-04-22,Newfoundland and Labrador,Residential,17.0
12667,2020-04-23,Newfoundland and Labrador,Retail & recreation,-40.0
12668,2020-04-23,Newfoundland and Labrador,Grocery & pharmacy,-23.0
12669,2020-04-23,Newfoundland and Labrador,Parks,-11.0
12670,2020-04-23,Newfoundland and Labrador,Transit stations,-59.0
12671,2020-04-23,Newfoundland and Labrador,Workplace,-57.0
12672,2020-04-23,Newfoundland and Labrador,Residential,19.0
12673,2020-04-24,Newfoundland and Labrador,Retail & recreation,-42.0
12674,2020-04-24,Newfoundland and Labrador,Grocery & pharmacy,-22.0
12675,2020-04-24,Newfoundland and Labrador,Parks,4.0
12676,2020-04-24,Newfoundland and Labrador,Transit stations,-54.0
12677,2020-04-24,Newfoundland and Labrador,Workplace,-42.0
12678,2020-04-24,Newfoundland and Labrador,Residential,20.0
12679,2020-04-25,Newfoundland and Labrador,Retail & recreation,-47.0
12680,2020-04-25,Newfoundland and Labrador,Grocery & pharmacy,-21.0
12681,2020-04-25,Newfoundland and Labrador,Parks,-17.0
12682,2020-04-25,Newfoundland and Labrador,Transit stations,-61.0
12683,2020-04-25,Newfoundland and Labrador,Workplace,-40.0
12684,2020-04-25,Newfoundland and Labrador,Residential,13.0
12685,2020-04-26,Newfoundland and Labrador,Retail & recreation,-19.0
12686,2020-04-26,Newfoundland and Labrador,Grocery & pharmacy,-9.0
12687,2020-04-26,Newfoundland and Labrador,Parks,109.0
12688,2020-04-26,Newfoundland and Labrador,Transit stations,-47.0
12689,2020-04-26,Newfoundland and Labrador,Workplace,-27.0
12690,2020-04-26,Newfoundland and Labrador,Residential,5.0
12691,2020-04-12,Northwest Territories,Retail & recreation,
12692,2020-04-12,Northwest Territories,Grocery & pharmacy,
12693,2020-04-12,Northwest Territories,Parks,
12694,2020-04-12,Northwest Territories,Transit stations,-62.0
12695,2020-04-12,Northwest Territories,Workplace,-41.0
12696,2020-04-12,Northwest Territories,Residential,
12697,2020-04-13,Northwest Territories,Retail & recreation,
12698,2020-04-13,Northwest Territories,Grocery & pharmacy,
12699,2020-04-13,Northwest Territories,Parks,
12700,2020-04-13,Northwest Territories,Transit stations,-63.0
12701,2020-04-13,Northwest Territories,Workplace,-64.0
12702,2020-04-13,Northwest Territories,Residential,
12703,2020-04-14,Northwest Territories,Retail & recreation,
12704,2020-04-14,Northwest Territories,Grocery & pharmacy,
12705,2020-04-14,Northwest Territories,Parks,
12706,2020-04-14,Northwest Territories,Transit stations,-57.0
12707,2020-04-14,Northwest Territories,Workplace,-44.0
12708,2020-04-14,Northwest Territories,Residential,
12709,2020-04-15,Northwest Territories,Retail & recreation,
12710,2020-04-15,Northwest Territories,Grocery & pharmacy,
12711,2020-04-15,Northwest Territories,Parks,
12712,2020-04-15,Northwest Territories,Transit stations,-55.0
12713,2020-04-15,Northwest Territories,Workplace,-45.0
12714,2020-04-15,Northwest Territories,Residential,
12715,2020-04-16,Northwest Territories,Retail & recreation,
12716,2020-04-16,Northwest Territories,Grocery & pharmacy,
12717,2020-04-16,Northwest Territories,Parks,
12718,2020-04-16,Northwest Territories,Transit stations,-55.0
12719,2020-04-16,Northwest Territories,Workplace,-47.0
12720,2020-04-16,Northwest Territories,Residential,
12721,2020-04-17,Northwest Territories,Retail & recreation,
12722,2020-04-17,Northwest Territories,Grocery & pharmacy,
12723,2020-04-17,Northwest Territories,Parks,
12724,2020-04-17,Northwest Territories,Transit stations,-52.0
12725,2020-04-17,Northwest Territories,Workplace,-45.0
12726,2020-04-17,Northwest Territories,Residential,
12727,2020-04-18,Northwest Territories,Retail & recreation,
12728,2020-04-18,Northwest Territories,Grocery & pharmacy,
12729,2020-04-18,Northwest Territories,Parks,
12730,2020-04-18,Northwest Territories,Transit stations,-54.0
12731,2020-04-18,Northwest Territories,Workplace,-33.0
12732,2020-04-18,Northwest Territories,Residential,
12733,2020-04-19,Northwest Territories,Retail & recreation,
12734,2020-04-19,Northwest Territories,Grocery & pharmacy,
12735,2020-04-19,Northwest Territories,Parks,
12736,2020-04-19,Northwest Territories,Transit stations,-62.0
12737,2020-04-19,Northwest Territories,Workplace,-27.0
12738,2020-04-19,Northwest Territories,Residential,
12739,2020-04-20,Northwest Territories,Retail & recreation,
12740,2020-04-20,Northwest Territories,Grocery & pharmacy,
12741,2020-04-20,Northwest Territories,Parks,
12742,2020-04-20,Northwest Territories,Transit stations,-56.0
12743,2020-04-20,Northwest Territories,Workplace,-43.0
12744,2020-04-20,Northwest Territories,Residential,
12745,2020-04-21,Northwest Territories,Retail & recreation,
12746,2020-04-21,Northwest Territories,Grocery & pharmacy,
12747,2020-04-21,Northwest Territories,Parks,
12748,2020-04-21,Northwest Territories,Transit stations,-62.0
12749,2020-04-21,Northwest Territories,Workplace,-43.0
12750,2020-04-21,Northwest Territories,Residential,
12751,2020-04-22,Northwest Territories,Retail & recreation,
12752,2020-04-22,Northwest Territories,Grocery & pharmacy,
12753,2020-04-22,Northwest Territories,Parks,
12754,2020-04-22,Northwest Territories,Transit stations,-51.0
12755,2020-04-22,Northwest Territories,Workplace,-43.0
12756,2020-04-22,Northwest Territories,Residential,
12757,2020-04-23,Northwest Territories,Retail & recreation,
12758,2020-04-23,Northwest Territories,Grocery & pharmacy,
12759,2020-04-23,Northwest Territories,Parks,
12760,2020-04-23,Northwest Territories,Transit stations,-56.0
12761,2020-04-23,Northwest Territories,Workplace,-44.0
12762,2020-04-23,Northwest Territories,Residential,
12763,2020-04-24,Northwest Territories,Retail & recreation,
12764,2020-04-24,Northwest Territories,Grocery & pharmacy,
12765,2020-04-24,Northwest Territories,Parks,
12766,2020-04-24,Northwest Territories,Transit stations,-53.0
12767,2020-04-24,Northwest Territories,Workplace,-44.0
12768,2020-04-24,Northwest Territories,Residential,
12769,2020-04-25,Northwest Territories,Retail & recreation,
12770,2020-04-25,Northwest Territories,Grocery & pharmacy,
12771,2020-04-25,Northwest Territories,Parks,
12772,2020-04-25,Northwest Territories,Transit stations,-60.0
12773,2020-04-25,Northwest Territories,Workplace,-36.0
12774,2020-04-25,Northwest Territories,Residential,
12775,2020-04-26,Northwest Territories,Retail & recreation,
12776,2020-04-26,Northwest Territories,Grocery & pharmacy,
12777,2020-04-26,Northwest Territories,Parks,
12778,2020-04-26,Northwest Territories,Transit stations,-66.0
12779,2020-04-26,Northwest Territories,Workplace,-30.0
12780,2020-04-26,Northwest Territories,Residential,
12781,2020-04-12,Nova Scotia,Retail & recreation,-71.0
12782,2020-04-12,Nova Scotia,Grocery & pharmacy,-65.0
12783,2020-04-12,Nova Scotia,Parks,27.0
12784,2020-04-12,Nova Scotia,Transit stations,-60.0
12785,2020-04-12,Nova Scotia,Workplace,-44.0
12786,2020-04-12,Nova Scotia,Residential,7.0
12787,2020-04-13,Nova Scotia,Retail & recreation,-56.0
12788,2020-04-13,Nova Scotia,Grocery & pharmacy,-34.0
12789,2020-04-13,Nova Scotia,Parks,-43.0
12790,2020-04-13,Nova Scotia,Transit stations,-75.0
12791,2020-04-13,Nova Scotia,Workplace,-68.0
12792,2020-04-13,Nova Scotia,Residential,24.0
12793,2020-04-14,Nova Scotia,Retail & recreation,-49.0
12794,2020-04-14,Nova Scotia,Grocery & pharmacy,-26.0
12795,2020-04-14,Nova Scotia,Parks,-15.0
12796,2020-04-14,Nova Scotia,Transit stations,-66.0
12797,2020-04-14,Nova Scotia,Workplace,-60.0
12798,2020-04-14,Nova Scotia,Residential,21.0
12799,2020-04-15,Nova Scotia,Retail & recreation,-50.0
12800,2020-04-15,Nova Scotia,Grocery & pharmacy,-29.0
12801,2020-04-15,Nova Scotia,Parks,-46.0
12802,2020-04-15,Nova Scotia,Transit stations,-68.0
12803,2020-04-15,Nova Scotia,Workplace,-61.0
12804,2020-04-15,Nova Scotia,Residential,22.0
12805,2020-04-16,Nova Scotia,Retail & recreation,-45.0
12806,2020-04-16,Nova Scotia,Grocery & pharmacy,-23.0
12807,2020-04-16,Nova Scotia,Parks,-23.0
12808,2020-04-16,Nova Scotia,Transit stations,-67.0
12809,2020-04-16,Nova Scotia,Workplace,-59.0
12810,2020-04-16,Nova Scotia,Residential,21.0
12811,2020-04-17,Nova Scotia,Retail & recreation,-50.0
12812,2020-04-17,Nova Scotia,Grocery & pharmacy,-27.0
12813,2020-04-17,Nova Scotia,Parks,-41.0
12814,2020-04-17,Nova Scotia,Transit stations,-68.0
12815,2020-04-17,Nova Scotia,Workplace,-58.0
12816,2020-04-17,Nova Scotia,Residential,24.0
12817,2020-04-18,Nova Scotia,Retail & recreation,-57.0
12818,2020-04-18,Nova Scotia,Grocery & pharmacy,-35.0
12819,2020-04-18,Nova Scotia,Parks,-54.0
12820,2020-04-18,Nova Scotia,Transit stations,-64.0
12821,2020-04-18,Nova Scotia,Workplace,-41.0
12822,2020-04-18,Nova Scotia,Residential,15.0
12823,2020-04-19,Nova Scotia,Retail & recreation,-44.0
12824,2020-04-19,Nova Scotia,Grocery & pharmacy,-25.0
12825,2020-04-19,Nova Scotia,Parks,10.0
12826,2020-04-19,Nova Scotia,Transit stations,-63.0
12827,2020-04-19,Nova Scotia,Workplace,-33.0
12828,2020-04-19,Nova Scotia,Residential,6.0
12829,2020-04-20,Nova Scotia,Retail & recreation,-46.0
12830,2020-04-20,Nova Scotia,Grocery & pharmacy,-26.0
12831,2020-04-20,Nova Scotia,Parks,-19.0
12832,2020-04-20,Nova Scotia,Transit stations,-68.0
12833,2020-04-20,Nova Scotia,Workplace,-58.0
12834,2020-04-20,Nova Scotia,Residential,20.0
12835,2020-04-21,Nova Scotia,Retail & recreation,-45.0
12836,2020-04-21,Nova Scotia,Grocery & pharmacy,-23.0
12837,2020-04-21,Nova Scotia,Parks,-13.0
